CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_level,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Total_Trans_Amt,Total_Trans_Ct,new,new2
789109983,Existing Customer,40,F,D,3,High School,Divorced,$40K - $60K,Blue,28,4,4,4464,1418,3870,73,High School $40K - $60K,20
766111383,Existing Customer,38,F,C,2,High School,Married,$40K - $60K,Blue,31,4,4,1593,1091,4136,67,High School $40K - $60K,20
778372158,Existing Customer,49,F,F,5,High School,Married,$40K - $60K,Blue,33,6,2,2506,1549,4747,91,High School $40K - $60K,20
714818058,Existing Customer,36,F,E,4,High School,Married,$40K - $60K,Blue,30,3,1,1438.3,0,4591,74,High School $40K - $60K,20
819969933,Existing Customer,43,F,C,2,High School,Single,$40K - $60K,Blue,38,4,2,5070,0,4193,67,High School $40K - $60K,20
719659758,Existing Customer,45,F,E,4,High School,Married,$40K - $60K,Blue,35,6,0,2919,1670,4194,72,High School $40K - $60K,20
771058908,Existing Customer,55,F,D,3,High School,Single,$40K - $60K,Blue,42,3,2,2873,2455,4563,72,High School $40K - $60K,20
720885558,Existing Customer,51,F,C,2,High School,Single,$40K - $60K,Blue,37,5,1,2621,2426,4885,74,High School $40K - $60K,20
710086308,Existing Customer,46,F,E,4,High School,Unknown,$40K - $60K,Blue,38,6,0,3645,1179,4680,87,High School $40K - $60K,20
710719683,Existing Customer,49,F,B,1,High School,Divorced,$40K - $60K,Blue,43,3,2,3054,845,4460,88,High School $40K - $60K,20
718212633,Existing Customer,45,F,E,4,High School,Married,$40K - $60K,Blue,36,5,1,2948,2232,3635,79,High School $40K - $60K,20
802867683,Existing Customer,53,F,C,2,High School,Single,$40K - $60K,Blue,47,5,3,1536,728,4133,78,High School $40K - $60K,20
711893358,Existing Customer,46,M,F,5,High School,Married,$40K - $60K,Blue,37,6,1,2375,1196,4087,66,High School $40K - $60K,20
711801933,Attrited Customer,54,F,E,4,High School,Single,$40K - $60K,Blue,36,3,4,1438.3,0,2092,42,High School $40K - $60K,20
771518658,Existing Customer,58,F,B,1,High School,Married,$40K - $60K,Blue,46,5,1,1871,1339,4553,90,High School $40K - $60K,20
789454683,Existing Customer,45,F,D,3,High School,Single,$40K - $60K,Blue,36,4,2,1912,1281,5046,79,High School $40K - $60K,20
710436108,Existing Customer,41,M,E,4,High School,Unknown,$40K - $60K,Blue,29,5,2,3600,746,4184,61,High School $40K - $60K,20
721093608,Existing Customer,44,M,C,2,High School,Single,$40K - $60K,Blue,31,5,1,2197,0,4548,64,High School $40K - $60K,20
715516458,Attrited Customer,42,F,B,1,High School,Married,$40K - $60K,Blue,36,5,2,2705,2430,2602,43,High School $40K - $60K,20
710487033,Existing Customer,44,F,C,2,High School,Married,$40K - $60K,Blue,28,2,3,1438.3,0,4445,78,High School $40K - $60K,20
771067308,Existing Customer,38,F,D,3,High School,Single,$40K - $60K,Blue,25,1,2,3040,1908,5616,73,High School $40K - $60K,20
718742808,Attrited Customer,55,F,B,1,High School,Married,$40K - $60K,Blue,46,2,3,4629,710,2877,49,High School $40K - $60K,20
758168133,Existing Customer,50,F,A,0,High School,Married,$40K - $60K,Blue,43,2,1,4154,1060,4325,86,High School $40K - $60K,20
712453308,Existing Customer,46,M,E,4,High School,Divorced,$40K - $60K,Silver,36,2,3,15034,1356,7737,84,High School $40K - $60K,20
718292283,Existing Customer,52,F,B,1,High School,Single,$40K - $60K,Blue,42,1,1,3416,1970,8254,75,High School $40K - $60K,20
789582483,Existing Customer,60,M,B,1,High School,Divorced,$40K - $60K,Blue,53,2,3,9369,1813,7699,101,High School $40K - $60K,20
779037408,Existing Customer,38,M,B,1,High School,Single,$40K - $60K,Blue,19,2,3,3581,694,14637,109,High School $40K - $60K,20
789890958,Existing Customer,53,F,E,4,High School,Divorced,$40K - $60K,Blue,43,3,2,10948,482,16230,111,High School $40K - $60K,20
797228883,Existing Customer,46,M,C,2,High School,Married,$40K - $60K,Blue,40,3,0,3981,0,14340,114,High School $40K - $60K,20
711427458,Existing Customer,44,F,F,5,Graduate,Married,Unknown,Blue,35,4,2,6273,978,1359,25,Graduate Unknown,18
755420433,Existing Customer,59,F,B,1,Graduate,Married,Unknown,Blue,52,2,3,10133,1417,1068,20,Graduate Unknown,18
714311583,Existing Customer,46,F,E,4,Graduate,Single,Unknown,Blue,36,4,2,17023,1084,1610,43,Graduate Unknown,18
710793783,Existing Customer,53,F,D,3,Graduate,Married,Unknown,Blue,40,6,1,12059,1978,1836,36,Graduate Unknown,18
710653158,Existing Customer,39,F,E,4,Graduate,Married,Unknown,Blue,21,6,4,5024,1613,1925,40,Graduate Unknown,18
715745508,Existing Customer,51,F,E,4,Graduate,Single,Unknown,Blue,34,3,2,11221,1279,1564,45,Graduate Unknown,18
715078383,Existing Customer,64,F,A,0,Graduate,Married,Unknown,Blue,36,3,3,7646,1010,1667,47,Graduate Unknown,18
714997683,Existing Customer,56,F,E,4,Graduate,Married,Unknown,Blue,49,5,3,14915,1111,1388,35,Graduate Unknown,18
789282333,Existing Customer,62,F,A,0,Graduate,Married,Unknown,Blue,51,3,3,10826,1274,1355,34,Graduate Unknown,18
816319008,Existing Customer,52,F,C,2,Graduate,Single,Unknown,Blue,47,6,3,13276,1917,1901,33,Graduate Unknown,18
708355683,Existing Customer,46,F,E,4,Graduate,Married,Unknown,Blue,38,3,3,16815,0,2976,65,Graduate Unknown,18
719184783,Existing Customer,51,F,B,1,Graduate,Single,Unknown,Blue,41,3,2,9352,1429,3536,71,Graduate Unknown,18
717461283,Attrited Customer,38,F,C,2,Graduate,Single,Unknown,Blue,24,3,3,2214,570,2066,45,Graduate Unknown,18
772095858,Existing Customer,38,F,C,2,Graduate,Single,Unknown,Blue,27,4,3,13429,1246,3929,66,Graduate Unknown,18
709131033,Existing Customer,65,F,A,0,Graduate,Unknown,Unknown,Blue,36,3,4,2025,1701,4056,71,Graduate Unknown,18
821339433,Existing Customer,45,F,D,3,Graduate,Married,Unknown,Blue,41,5,2,2777,2118,4442,64,Graduate Unknown,18
711245433,Attrited Customer,50,F,E,4,Graduate,Single,Unknown,Blue,41,5,3,2509,0,2281,41,Graduate Unknown,18
720784833,Attrited Customer,48,F,D,3,Graduate,Single,Unknown,Blue,36,3,1,1630,1243,1884,43,Graduate Unknown,18
709666908,Existing Customer,42,F,E,4,Graduate,Divorced,Unknown,Blue,36,3,1,2782,1782,4669,93,Graduate Unknown,18
709837308,Existing Customer,34,F,D,3,Graduate,Single,Unknown,Blue,19,6,2,7531,0,3833,71,Graduate Unknown,18
806428908,Existing Customer,60,F,B,1,Graduate,Single,Unknown,Blue,55,3,3,13397,0,5049,75,Graduate Unknown,18
768632958,Attrited Customer,59,F,B,1,Graduate,Single,Unknown,Blue,49,3,6,8708,1091,2508,49,Graduate Unknown,18
715040208,Existing Customer,49,F,C,2,Graduate,Single,Unknown,Blue,38,6,3,5076,871,4115,72,Graduate Unknown,18
717074283,Attrited Customer,45,F,D,3,Graduate,Divorced,Unknown,Blue,37,5,6,17678,0,2566,49,Graduate Unknown,18
709098108,Existing Customer,45,F,E,4,Graduate,Married,Unknown,Blue,35,4,2,2705,0,4749,80,Graduate Unknown,18
710476908,Existing Customer,39,F,D,3,Graduate,Married,Unknown,Blue,28,3,3,9371,1066,4754,78,Graduate Unknown,18
716513358,Existing Customer,51,F,C,2,Graduate,Divorced,Unknown,Blue,36,5,3,2069,1802,4402,91,Graduate Unknown,18
710637183,Existing Customer,48,F,E,4,Graduate,Single,Unknown,Blue,40,3,3,2300,1906,4538,71,Graduate Unknown,18
745853283,Existing Customer,38,F,B,1,Graduate,Married,Unknown,Blue,31,3,3,7234,0,5198,75,Graduate Unknown,18
779916408,Existing Customer,39,F,E,4,Graduate,Single,Unknown,Blue,23,1,2,1811,0,4934,70,Graduate Unknown,18
765755283,Existing Customer,48,F,C,2,Graduate,Married,Unknown,Blue,41,1,3,7884,745,4588,74,Graduate Unknown,18
773177358,Existing Customer,48,F,D,3,Graduate,Married,Unknown,Blue,41,1,2,8074,2426,5372,93,Graduate Unknown,18
714005508,Existing Customer,45,F,E,4,Graduate,Married,Unknown,Blue,36,2,2,4146,2027,4323,64,Graduate Unknown,18
716354883,Attrited Customer,59,F,A,0,Graduate,Unknown,Unknown,Blue,49,2,2,9076,0,3048,53,Graduate Unknown,18
788327358,Existing Customer,61,M,B,1,Graduate,Single,Unknown,Blue,54,1,3,9070,2097,8440,102,Graduate Unknown,18
714190983,Attrited Customer,51,F,C,2,Graduate,Single,Unknown,Platinum,32,2,3,34516,531,5418,65,Graduate Unknown,18
712990458,Existing Customer,44,F,D,3,Graduate,Married,Unknown,Silver,34,2,1,31699,1976,13653,113,Graduate Unknown,18
811793433,Existing Customer,50,F,D,3,Graduate,Divorced,Unknown,Silver,45,2,2,34516,2381,15071,103,Graduate Unknown,18
766649283,Existing Customer,49,F,D,3,Graduate,Divorced,Unknown,Blue,42,2,3,14072,1917,13432,107,Graduate Unknown,18
715249533,Existing Customer,49,F,D,3,Graduate,Single,Unknown,Blue,36,3,2,3375,0,13992,103,Graduate Unknown,18
819051183,Existing Customer,47,F,E,4,Graduate,Married,Unknown,Blue,42,4,3,16349,1925,16207,114,Graduate Unknown,18
714949758,Existing Customer,51,F,D,3,Graduate,Single,Unknown,Platinum,42,3,4,34516,1913,16712,123,Graduate Unknown,18
789172683,Existing Customer,56,M,C,2,Doctorate,Married,$60K - $80K,Blue,45,6,0,2283,1430,1741,27,Doctorate $60K - $80K,9
721074183,Existing Customer,49,M,B,1,Doctorate,Married,$60K - $80K,Blue,36,4,3,24159,1196,1111,24,Doctorate $60K - $80K,9
721022433,Existing Customer,44,M,C,2,Doctorate,Single,$60K - $80K,Blue,36,5,2,7577,2480,1409,35,Doctorate $60K - $80K,9
779078733,Existing Customer,55,M,C,2,Doctorate,Married,$60K - $80K,Blue,36,3,3,16427,1682,1579,36,Doctorate $60K - $80K,9
721333233,Existing Customer,40,M,E,4,Doctorate,Divorced,$60K - $80K,Blue,34,4,3,23138,1727,1612,39,Doctorate $60K - $80K,9
716027208,Existing Customer,47,M,E,4,Doctorate,Married,$60K - $80K,Blue,36,4,1,19665,706,1110,58,Doctorate $60K - $80K,9
715041333,Existing Customer,39,M,D,3,Doctorate,Married,$60K - $80K,Blue,29,3,3,3537,2517,1605,43,Doctorate $60K - $80K,9
780326883,Existing Customer,53,M,C,2,Doctorate,Married,$60K - $80K,Blue,40,3,3,11262,1435,2165,61,Doctorate $60K - $80K,9
712373208,Attrited Customer,43,M,D,3,Doctorate,Single,$60K - $80K,Blue,35,3,2,3312,0,647,19,Doctorate $60K - $80K,9
778971408,Existing Customer,36,M,E,4,Doctorate,Married,$60K - $80K,Blue,17,5,4,2803,1848,1968,64,Doctorate $60K - $80K,9
709426608,Existing Customer,56,M,B,1,Doctorate,Married,$60K - $80K,Blue,46,5,4,5248,1816,2305,45,Doctorate $60K - $80K,9
814833408,Existing Customer,56,M,C,2,Doctorate,Married,$60K - $80K,Blue,51,3,4,6036,1409,1741,45,Doctorate $60K - $80K,9
808750458,Existing Customer,32,M,B,1,Doctorate,Single,$60K - $80K,Blue,27,5,3,10029,606,2192,58,Doctorate $60K - $80K,9
719692983,Existing Customer,36,M,C,2,Doctorate,Married,$60K - $80K,Blue,30,3,4,4934,1504,2747,42,Doctorate $60K - $80K,9
769095558,Existing Customer,59,M,B,1,Doctorate,Single,$60K - $80K,Blue,53,3,2,9055,1560,1755,45,Doctorate $60K - $80K,9
790102008,Existing Customer,37,M,D,3,Doctorate,Single,$60K - $80K,Blue,30,6,3,5924,1023,3305,80,Doctorate $60K - $80K,9
774437583,Existing Customer,55,M,B,1,Doctorate,Married,$60K - $80K,Blue,49,6,4,4597,2442,1504,38,Doctorate $60K - $80K,9
778973658,Existing Customer,55,M,A,0,Doctorate,Married,$60K - $80K,Blue,36,4,4,4980,906,2273,66,Doctorate $60K - $80K,9
712060158,Existing Customer,35,M,A,0,Doctorate,Single,$60K - $80K,Blue,18,6,3,2598,1645,2483,59,Doctorate $60K - $80K,9
716154258,Existing Customer,48,M,E,4,Doctorate,Unknown,$60K - $80K,Silver,38,3,2,32658,1482,2023,37,Doctorate $60K - $80K,9
713687508,Existing Customer,59,M,B,1,Doctorate,Single,$60K - $80K,Blue,49,5,4,9944,1606,3159,69,Doctorate $60K - $80K,9
780715683,Existing Customer,41,M,D,3,Doctorate,Single,$60K - $80K,Blue,30,4,3,13602,0,3582,69,Doctorate $60K - $80K,9
716805408,Existing Customer,52,M,D,3,Doctorate,Married,$60K - $80K,Blue,40,6,2,5376,804,4511,74,Doctorate $60K - $80K,9
712751133,Attrited Customer,42,M,D,3,Doctorate,Single,$60K - $80K,Blue,35,3,3,11328,1369,1829,42,Doctorate $60K - $80K,9
714532158,Existing Customer,55,M,B,1,Doctorate,Single,$60K - $80K,Blue,36,3,3,15221,1166,3848,68,Doctorate $60K - $80K,9
714537258,Existing Customer,48,M,D,3,Doctorate,Married,$60K - $80K,Blue,36,3,1,8876,1132,3779,78,Doctorate $60K - $80K,9
793717608,Existing Customer,39,M,A,0,Doctorate,Single,$60K - $80K,Blue,33,6,0,10452,1120,3592,79,Doctorate $60K - $80K,9
711175083,Existing Customer,54,M,D,3,Doctorate,Single,$60K - $80K,Blue,41,4,3,9110,0,2999,75,Doctorate $60K - $80K,9
806995683,Existing Customer,61,M,A,0,Doctorate,Single,$60K - $80K,Blue,56,4,3,4783,2517,2870,50,Doctorate $60K - $80K,9
708705783,Attrited Customer,47,M,D,3,Doctorate,Married,$60K - $80K,Blue,36,6,1,1584,1214,2628,41,Doctorate $60K - $80K,9
712967508,Existing Customer,47,M,D,3,Doctorate,Unknown,$60K - $80K,Blue,36,4,2,2572,1093,5038,86,Doctorate $60K - $80K,9
720031908,Existing Customer,55,M,C,2,Doctorate,Married,$60K - $80K,Blue,36,5,1,4370,0,4326,74,Doctorate $60K - $80K,9
780086658,Attrited Customer,43,M,E,4,Doctorate,Unknown,$60K - $80K,Blue,28,3,4,18229,0,2060,39,Doctorate $60K - $80K,9
768167358,Existing Customer,37,M,E,4,Doctorate,Single,$60K - $80K,Blue,31,6,0,1702,1018,4301,86,Doctorate $60K - $80K,9
719042208,Existing Customer,43,M,E,4,Doctorate,Unknown,$60K - $80K,Blue,33,4,4,2067,1250,4565,65,Doctorate $60K - $80K,9
718471758,Existing Customer,49,M,E,4,Doctorate,Single,$60K - $80K,Silver,37,5,2,30976,2051,3193,69,Doctorate $60K - $80K,9
714046608,Existing Customer,49,M,A,0,Doctorate,Married,$60K - $80K,Blue,39,5,3,19719,1395,3572,73,Doctorate $60K - $80K,9
712942308,Existing Customer,42,M,D,3,Doctorate,Single,$60K - $80K,Blue,36,6,3,11535,1527,3730,67,Doctorate $60K - $80K,9
789487308,Existing Customer,48,M,C,2,Doctorate,Single,$60K - $80K,Blue,39,3,2,10033,0,4106,78,Doctorate $60K - $80K,9
721072908,Existing Customer,51,M,A,0,Doctorate,Single,$60K - $80K,Blue,36,6,3,3232,1346,5102,69,Doctorate $60K - $80K,9
809844108,Existing Customer,48,M,C,2,Doctorate,Single,$60K - $80K,Blue,43,2,1,8086,0,4775,78,Doctorate $60K - $80K,9
721041483,Attrited Customer,45,M,E,4,Doctorate,Married,$60K - $80K,Blue,37,1,2,13093,2517,2032,39,Doctorate $60K - $80K,9
719237058,Existing Customer,39,M,C,2,Doctorate,Single,$60K - $80K,Blue,36,2,1,1790,891,4498,96,Doctorate $60K - $80K,9
713537733,Existing Customer,46,M,E,4,Doctorate,Unknown,$60K - $80K,Gold,36,2,3,34516,1426,7582,95,Doctorate $60K - $80K,9
779349783,Existing Customer,46,M,D,3,Doctorate,Married,$60K - $80K,Blue,31,2,2,21161,1198,13119,104,Doctorate $60K - $80K,9
714003483,Existing Customer,37,M,B,1,Doctorate,Unknown,$60K - $80K,Blue,36,1,1,7539,0,15293,129,Doctorate $60K - $80K,9
715052583,Existing Customer,45,M,D,3,Doctorate,Single,$60K - $80K,Silver,34,3,1,27494,879,14375,112,Doctorate $60K - $80K,9
718665033,Attrited Customer,44,M,F,5,Doctorate,Single,$60K - $80K,Silver,36,2,4,34140,0,8177,76,Doctorate $60K - $80K,9
714791208,Existing Customer,47,F,E,4,Unknown,Divorced,Less than $40K,Blue,41,6,3,3482,2114,1039,24,Unknown Less than $40K,41
718464258,Existing Customer,51,F,D,3,Unknown,Unknown,Less than $40K,Blue,25,2,2,9512,1082,1007,22,Unknown Less than $40K,41
818942433,Existing Customer,54,F,E,4,Unknown,Divorced,Less than $40K,Blue,49,6,1,9376,1288,1562,33,Unknown Less than $40K,41
712159083,Attrited Customer,58,F,E,4,Unknown,Married,Less than $40K,Blue,46,2,3,2536,0,901,35,Unknown Less than $40K,41
718675158,Attrited Customer,55,F,B,1,Unknown,Married,Less than $40K,Blue,36,4,3,1438.3,361,850,22,Unknown Less than $40K,41
718206783,Existing Customer,45,F,E,4,Unknown,Single,Less than $40K,Gold,36,6,3,15987,1648,1436,36,Unknown Less than $40K,41
787595658,Existing Customer,57,F,D,3,Unknown,Single,Less than $40K,Blue,29,6,1,8801,1421,1104,31,Unknown Less than $40K,41
714414483,Existing Customer,54,F,A,0,Unknown,Married,Less than $40K,Blue,44,6,1,2945,2206,1503,35,Unknown Less than $40K,41
713670333,Existing Customer,60,M,B,1,Unknown,Single,Less than $40K,Blue,52,5,2,2486,1464,1378,27,Unknown Less than $40K,41
712240083,Attrited Customer,38,F,D,3,Unknown,Single,Less than $40K,Blue,30,6,2,3730,2517,858,22,Unknown Less than $40K,41
714790008,Existing Customer,38,F,B,1,Unknown,Single,Less than $40K,Blue,36,3,3,3764,0,1572,57,Unknown Less than $40K,41
812801958,Existing Customer,55,F,B,1,Unknown,Married,Less than $40K,Blue,50,5,4,3566,1401,2425,54,Unknown Less than $40K,41
716870583,Existing Customer,36,F,D,3,Unknown,Married,Less than $40K,Blue,36,6,3,2786,1628,2853,55,Unknown Less than $40K,41
713216883,Existing Customer,64,F,A,0,Unknown,Married,Less than $40K,Blue,55,4,4,3500,1904,2003,41,Unknown Less than $40K,41
712452033,Existing Customer,26,M,B,1,Unknown,Single,Less than $40K,Blue,13,6,3,2479,828,2225,44,Unknown Less than $40K,41
805261983,Existing Customer,35,F,E,4,Unknown,Married,Less than $40K,Blue,30,6,4,1626,979,2847,61,Unknown Less than $40K,41
710241858,Existing Customer,39,F,E,4,Unknown,Married,Less than $40K,Blue,31,6,4,2890,0,2040,36,Unknown Less than $40K,41
715499808,Existing Customer,63,F,A,0,Unknown,Married,Less than $40K,Blue,36,4,4,3552,2517,1342,26,Unknown Less than $40K,41
779474958,Existing Customer,35,F,D,3,Unknown,Single,Less than $40K,Blue,17,6,1,2956,1823,2144,58,Unknown Less than $40K,41
754671558,Existing Customer,50,F,D,3,Unknown,Single,Less than $40K,Blue,43,6,4,2999,1958,2073,48,Unknown Less than $40K,41
721385433,Existing Customer,64,M,A,0,Unknown,Married,Less than $40K,Blue,51,3,4,2787,1201,1662,39,Unknown Less than $40K,41
772401933,Existing Customer,36,F,B,1,Unknown,Single,Less than $40K,Blue,26,3,2,2517,0,3569,62,Unknown Less than $40K,41
720016308,Existing Customer,62,F,B,1,Unknown,Single,Less than $40K,Blue,54,4,2,1927,1319,4199,77,Unknown Less than $40K,41
772277508,Existing Customer,65,F,B,1,Unknown,Single,Less than $40K,Blue,54,4,2,2209,0,3292,52,Unknown Less than $40K,41
709562358,Existing Customer,55,F,C,2,Unknown,Single,Less than $40K,Blue,43,6,5,5353,1594,4456,79,Unknown Less than $40K,41
721493883,Existing Customer,49,F,E,4,Unknown,Single,Less than $40K,Blue,35,5,2,5195,0,3313,69,Unknown Less than $40K,41
710728458,Existing Customer,62,F,B,1,Unknown,Single,Less than $40K,Blue,36,3,2,7075,1396,4409,75,Unknown Less than $40K,41
712653183,Existing Customer,49,F,E,4,Unknown,Single,Less than $40K,Blue,36,4,4,1976,1694,3675,81,Unknown Less than $40K,41
714377058,Attrited Customer,63,F,B,1,Unknown,Single,Less than $40K,Blue,36,3,4,1896,0,2186,50,Unknown Less than $40K,41
712542258,Existing Customer,47,F,F,5,Unknown,Married,Less than $40K,Blue,40,5,3,2950,2000,4742,79,Unknown Less than $40K,41
772177308,Existing Customer,47,F,C,2,Unknown,Unknown,Less than $40K,Blue,36,4,2,1738,0,2572,62,Unknown Less than $40K,41
711393483,Existing Customer,49,F,E,4,Unknown,Divorced,Less than $40K,Blue,36,4,1,2432,0,4340,76,Unknown Less than $40K,41
719314683,Existing Customer,50,F,C,2,Unknown,Divorced,Less than $40K,Blue,36,3,4,2855,527,3645,69,Unknown Less than $40K,41
789025083,Existing Customer,40,M,E,4,Unknown,Unknown,Less than $40K,Blue,27,5,0,1438.3,860,4655,82,Unknown Less than $40K,41
717095733,Existing Customer,48,F,E,4,Unknown,Unknown,Less than $40K,Blue,29,6,4,3212,2517,4284,69,Unknown Less than $40K,41
713905608,Existing Customer,56,F,D,3,Unknown,Single,Less than $40K,Blue,50,5,2,8869,0,3270,63,Unknown Less than $40K,41
715406658,Attrited Customer,47,F,B,1,Unknown,Single,Less than $40K,Blue,37,4,1,2173,596,2738,45,Unknown Less than $40K,41
770942283,Existing Customer,46,F,C,2,Unknown,Single,Less than $40K,Blue,33,4,2,3670,0,4811,68,Unknown Less than $40K,41
716702358,Existing Customer,44,F,C,2,Unknown,Married,Less than $40K,Blue,33,5,2,2337,698,4048,83,Unknown Less than $40K,41
716739258,Existing Customer,43,F,E,4,Unknown,Single,Less than $40K,Blue,33,5,4,1438.3,0,3932,62,Unknown Less than $40K,41
720333783,Existing Customer,51,F,C,2,Unknown,Married,Less than $40K,Blue,33,3,4,4941,786,3822,50,Unknown Less than $40K,41
708681708,Attrited Customer,51,F,C,2,Unknown,Single,Less than $40K,Blue,43,5,2,3245,0,1977,29,Unknown Less than $40K,41
719325783,Attrited Customer,65,M,C,2,Unknown,Single,Less than $40K,Blue,36,4,3,2954,2517,1909,28,Unknown Less than $40K,41
715215108,Existing Customer,54,F,C,2,Unknown,Married,Less than $40K,Blue,46,4,3,2611,1573,4899,68,Unknown Less than $40K,41
709283358,Attrited Customer,43,F,E,4,Unknown,Married,Less than $40K,Blue,29,6,3,2895,0,2473,42,Unknown Less than $40K,41
803973483,Existing Customer,49,F,D,3,Unknown,Single,Less than $40K,Blue,44,4,4,1546,0,4496,83,Unknown Less than $40K,41
714614133,Attrited Customer,53,F,D,3,Unknown,Married,Less than $40K,Blue,36,3,3,2819,0,2128,39,Unknown Less than $40K,41
712242633,Existing Customer,42,F,C,2,Unknown,Single,Less than $40K,Blue,36,6,4,2677,2517,3911,76,Unknown Less than $40K,41
716251608,Existing Customer,45,F,E,4,Unknown,Married,Less than $40K,Blue,36,6,4,2051,0,4355,87,Unknown Less than $40K,41
712479633,Attrited Customer,31,F,B,1,Unknown,Single,Less than $40K,Blue,20,3,2,1695,0,2428,43,Unknown Less than $40K,41
773257233,Existing Customer,46,F,E,4,Unknown,Single,Less than $40K,Blue,39,4,3,7128,1457,3534,70,Unknown Less than $40K,41
719216508,Existing Customer,55,F,B,1,Unknown,Unknown,Less than $40K,Blue,36,5,1,3258,2517,4960,77,Unknown Less than $40K,41
715410783,Attrited Customer,55,F,B,1,Unknown,Single,Less than $40K,Blue,36,5,3,1836,572,2400,34,Unknown Less than $40K,41
708357183,Existing Customer,47,F,D,3,Unknown,Single,Less than $40K,Blue,38,4,3,1438.3,0,3511,64,Unknown Less than $40K,41
708989358,Existing Customer,37,F,C,2,Unknown,Married,Less than $40K,Blue,18,3,1,2023,1587,4391,79,Unknown Less than $40K,41
771723408,Attrited Customer,37,F,C,2,Unknown,Single,Less than $40K,Blue,25,3,4,1690,0,2645,60,Unknown Less than $40K,41
715029333,Existing Customer,52,F,C,2,Unknown,Divorced,Less than $40K,Blue,36,4,3,2111,0,4459,72,Unknown Less than $40K,41
710343783,Existing Customer,37,F,F,5,Unknown,Married,Less than $40K,Blue,29,6,2,2140,0,4610,65,Unknown Less than $40K,41
708621408,Existing Customer,39,F,B,1,Unknown,Single,Less than $40K,Blue,28,3,1,1438.3,0,4173,82,Unknown Less than $40K,41
718285308,Existing Customer,44,F,B,1,Unknown,Single,Less than $40K,Blue,31,6,1,1438.3,0,3576,55,Unknown Less than $40K,41
804344733,Existing Customer,46,F,D,3,Unknown,Single,Less than $40K,Blue,41,3,2,1937,916,4303,89,Unknown Less than $40K,41
815320383,Attrited Customer,46,F,D,3,Unknown,Unknown,Less than $40K,Blue,41,5,2,4710,0,2690,43,Unknown Less than $40K,41
716662683,Existing Customer,55,F,C,2,Unknown,Single,Less than $40K,Blue,45,6,3,3185,1820,5069,81,Unknown Less than $40K,41
713193408,Existing Customer,59,F,A,0,Unknown,Single,Less than $40K,Blue,52,3,3,2533,2076,3816,75,Unknown Less than $40K,41
720742083,Attrited Customer,48,F,E,4,Unknown,Married,Less than $40K,Blue,36,4,3,2740,2425,2431,46,Unknown Less than $40K,41
708244458,Existing Customer,47,F,C,2,Unknown,Married,Less than $40K,Blue,35,3,2,2793,1517,3485,72,Unknown Less than $40K,41
718702908,Existing Customer,53,F,C,2,Unknown,Single,Less than $40K,Blue,36,6,1,1543,1041,4312,84,Unknown Less than $40K,41
713891133,Attrited Customer,41,F,C,2,Unknown,Single,Less than $40K,Blue,36,3,2,1438.3,834,1890,43,Unknown Less than $40K,41
709243533,Existing Customer,49,F,C,2,Unknown,Single,Less than $40K,Blue,41,5,2,2555,1815,4552,75,Unknown Less than $40K,41
721449408,Existing Customer,40,F,E,4,Unknown,Single,Less than $40K,Blue,25,6,1,2812,2029,4763,74,Unknown Less than $40K,41
718178583,Existing Customer,42,F,C,2,Unknown,Married,Less than $40K,Blue,29,3,1,4710,1604,4663,78,Unknown Less than $40K,41
712733958,Attrited Customer,46,F,C,2,Unknown,Single,Less than $40K,Blue,36,6,3,1731,0,2304,46,Unknown Less than $40K,41
717219933,Attrited Customer,47,F,D,3,Unknown,Single,Less than $40K,Blue,35,4,6,2402,628,1930,48,Unknown Less than $40K,41
721480158,Attrited Customer,50,F,C,2,Unknown,Married,Less than $40K,Blue,43,3,2,1438.3,910,2370,44,Unknown Less than $40K,41
712673283,Existing Customer,36,F,E,4,Unknown,Single,Less than $40K,Blue,26,3,3,1438.3,0,4886,85,Unknown Less than $40K,41
713706258,Existing Customer,52,F,B,1,Unknown,Single,Less than $40K,Blue,43,6,1,1438.3,773,4890,63,Unknown Less than $40K,41
717211608,Existing Customer,45,F,D,3,Unknown,Single,Less than $40K,Blue,34,6,2,4975,1221,4776,68,Unknown Less than $40K,41
717125958,Existing Customer,49,F,D,3,Unknown,Married,Less than $40K,Blue,38,6,1,2652,1581,4747,80,Unknown Less than $40K,41
788835408,Attrited Customer,49,F,D,3,Unknown,Married,Less than $40K,Blue,33,6,3,2910,0,2648,41,Unknown Less than $40K,41
717878883,Existing Customer,45,F,D,3,Unknown,Single,Less than $40K,Blue,36,3,0,1438.3,0,4463,71,Unknown Less than $40K,41
711494208,Existing Customer,52,M,C,2,Unknown,Married,Less than $40K,Blue,36,3,3,2846,1606,5092,86,Unknown Less than $40K,41
713906508,Existing Customer,42,F,D,3,Unknown,Single,Less than $40K,Blue,36,6,3,2837,834,3892,69,Unknown Less than $40K,41
719373558,Existing Customer,42,F,D,3,Unknown,Single,Less than $40K,Blue,36,6,1,6275,0,4308,75,Unknown Less than $40K,41
721246833,Existing Customer,47,F,D,3,Unknown,Unknown,Less than $40K,Blue,36,6,3,1953,1089,4636,70,Unknown Less than $40K,41
